              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
          72000	          36000	            100	          10000	 1	   6.8353329179e+00	   1.0610128013e+02	   4.5421550117e+01	   2.7996223494e+03	   4.0413197981e+03	   1.2076013864e+03	   3.1912365718e+01	   2.6860690341e-01	
          78000	          36000	            100	          10000	 1	   6.8498432101e+00	   1.0074232816e+02	   4.3167392291e+01	   2.7206855165e+03	   3.8997629010e+03	   1.2095415922e+03	   3.1720905457e+01	   2.7511037975e-01	
          84000	          36000	            100	          10000	 1	   6.8584747145e+00	   9.7961956486e+01	   4.1997716868e+01	   2.6763554426e+03	   3.8223301060e+03	   1.2075314242e+03	   3.1609060414e+01	   2.7925852268e-01	
          90000	          36000	            100	          10000	 1	   6.8632738849e+00	   9.6459372370e+01	   4.1365214043e+01	   2.6521697913e+03	   3.7801590375e+03	   1.2063440929e+03	   3.1548203686e+01	   2.8163044377e-01	
              0	          42000	            100	          10000	 1	   5.8798483253e+00	   1.8327894071e+04	   3.9082112728e+03	   1.2271164318e+05	   2.3248278863e+05	   2.4856862687e+02	   4.4805489053e+02	   7.6119393296e-01	
           6000	          42000	            100	          10000	 1	   5.8594273724e+00	   1.7337866194e+04	   3.8001402837e+03	   1.1734824682e+05	   2.2215506053e+05	   2.6620544532e+02	   4.2872797050e+02	   8.2946953421e-01	
          12000	          42000	            100	          10000	 1	   5.8016752291e+00	   1.4837709335e+04	   3.4943023877e+03	   1.0342014489e+05	   1.9538000136e+05	   3.2953660585e+02	   3.7865257379e+02	   1.0248742912e+00	
          18000	          42000	            100	          10000	 1	   5.7251448329e+00	   1.1224117996e+04	   2.9526036299e+03	   8.2211623701e+04	   1.5471166761e+05	   4.9288823372e+02	   3.0265715395e+02	   1.2822378274e+00	
          24000	          42000	            100	          10000	 1	   5.7275809443e+00	   7.0555343746e+03	   2.1354673345e+03	   5.5724840827e+04	   1.0411595807e+05	   8.2306656208e+02	   2.0877677594e+02	   1.1566147677e+00	
          30000	          42000	            100	          10000	 1	   6.4286208009e+00	   4.7080063919e+02	   1.9306633116e+02	   6.9381028747e+03	   1.1573397602e+04	   1.2332075237e+03	   4.3759159150e+01	   2.0464282096e-01	
          36000	          42000	            100	          10000	 1	   6.5060216144e+00	   3.4491790570e+02	   1.4314125543e+02	   5.6977554222e+03	   9.2731430649e+03	   1.2433293246e+03	   3.9928344971e+01	   2.0051935867e-01	
          42000	          42000	            100	          10000	 1	   6.5373909034e+00	   3.0056206834e+02	   1.2529674248e+02	   5.2564542095e+03	   8.4480312683e+03	   1.2620517154e+03	   3.8586683570e+01	   2.0028849071e-01	
          48000	          42000	            100	          10000	 1	   6.6306647168e+00	   2.1478687195e+02	   9.0464983420e+01	   4.2594799848e+03	   6.6442498180e+03	   1.2428848946e+03	   3.5765872026e+01	   2.0959615201e-01	
          54000	          42000	            100	          10000	 1	   6.7549888828e+00	   1.4064097977e+02	   5.9870010054e+01	   3.2865228261e+03	   4.9114918102e+03	   1.2083152795e+03	   3.3143210060e+01	   2.3864908869e-01	
          60000	          42000	            100	          10000	 1	   6.7881187837e+00	   1.2526761615e+02	   5.3456061284e+01	   3.0732546782e+03	   4.5308106580e+03	   1.2062138468e+03	   3.2590254317e+01	   2.4975552069e-01	
          66000	          42000	            100	          10000	 1	   6.8130415725e+00	   1.1493182985e+02	   4.9129965302e+01	   2.9242474528e+03	   4.2658389060e+03	   1.2045497798e+03	   3.2208873987e+01	   2.5924050232e-01	
          72000	          42000	            100	          10000	 1	   6.8327618767e+00	   1.0743208539e+02	   4.5983557345e+01	   2.8129052790e+03	   4.0684310558e+03	   1.2031155377e+03	   3.1926994236e+01	   2.6748845377e-01	
          78000	          42000	            100	          10000	 1	   6.8496003752e+00	   1.0146528939e+02	   4.3475651470e+01	   2.7222546869e+03	   3.9080782815e+03	   1.2018013259e+03	   3.1700077354e+01	   2.7508645926e-01	
          84000	          42000	            100	          10000	 1	   6.8597899901e+00	   9.8142381528e+01	   4.2077567390e+01	   2.6699800248e+03	   3.8164933846e+03	   1.1997582479e+03	   3.1569016119e+01	   2.7999064116e-01	
          90000	          42000	            100	          10000	 1	   6.8653335731e+00	   9.6400546212e+01	   4.1344213338e+01	   2.6422091029e+03	   3.7679849173e+03	   1.1984768221e+03	   3.1499537533e+01	   2.8275071262e-01	
