              x	              y	              z	           time	in	                  A	
             48	           17.5	              0	             40	 1	   2.5264659427e-11	
             52	           17.5	              0	             40	 1	   8.3118400273e-12	
             56	           17.5	              0	             40	 1	   2.6245467310e-12	
             60	           17.5	              0	             40	 1	   7.9791430490e-13	
             64	           17.5	              0	             40	 1	   2.3366997457e-13	
             68	           17.5	              0	             40	 1	   6.2861685208e-14	
             72	           17.5	              0	             40	 1	   1.5655879918e-14	
             76	           17.5	              0	             40	 1	   0.0000000000e+00	
             80	           17.5	              0	             40	 1	   0.0000000000e+00	
             84	           17.5	              0	             40	 1	   0.0000000000e+00	
             88	           17.5	              0	             40	 1	   0.0000000000e+00	
             92	           17.5	              0	             40	 1	   0.0000000000e+00	
             96	           17.5	              0	             40	 1	   0.0000000000e+00	
            100	           17.5	              0	             40	 1	   0.0000000000e+00	
              0	           18.5	              0	             40	 1	   0.0000000000e+00	
              4	           18.5	              0	             40	 1	   5.8451077249e-09	
              8	           18.5	              0	             40	 1	   1.4364911126e-08	
             12	           18.5	              0	             40	 1	   1.7869097149e-08	
             16	           18.5	              0	             40	 1	   1.5455222073e-08	
             20	           18.5	              0	             40	 1	   1.0531606312e-08	
             24	           18.5	              0	             40	 1	   6.0394878983e-09	
             28	           18.5	              0	             40	 1	   3.0344141714e-09	
             32	           18.5	              0	             40	 1	   1.3721022429e-09	
             36	           18.5	              0	             40	 1	   5.6912496670e-10	
             40	           18.5	              0	             40	 1	   2.1961755276e-10	
             44	           18.5	              0	             40	 1	   7.9699909722e-11	
             48	           18.5	              0	             40	 1	   2.7431768439e-11	
             52	           18.5	              0	             40	 1	   9.0147860530e-12	
             56	           18.5	              0	             40	 1	   2.8435356744e-12	
             60	           18.5	              0	             40	 1	   8.6368053206e-13	
             64	           18.5	              0	             40	 1	   2.5269711301e-13	
