              x	              y	              z	           time	in	                 pH	                 Ca	                 Mg	                 Na	                 Cl	               C(4)	                SO4	                 As	
              0	          36000	            100	         100000	 1	   5.7589335659e+00	   3.0453793159e+03	   1.0716835728e+03	   3.0589328697e+04	   5.3406223989e+04	   2.0853147058e+03	   1.2032693409e+02	   6.4993334918e-01	
           6000	          36000	            100	         100000	 1	   6.2290273155e+00	   6.2826284538e+02	   2.5292505061e+02	   9.9082766250e+03	   1.5142408326e+04	   1.9134297576e+03	   5.0275756325e+01	   1.8251333284e-01	
          12000	          36000	            100	         100000	 1	   6.9063198236e+00	   8.2060219077e+01	   3.5230097817e+01	   2.7336497474e+03	   3.2828376602e+03	   1.2455455588e+03	   2.8567139761e+01	   2.6007412587e-01	
          18000	          36000	            100	         100000	 1	   7.7515201472e+00	   1.0495844069e+01	   4.5882520683e+00	   8.2517902317e+02	   6.7104893683e+02	   7.8050035443e+02	   2.3786699721e+01	   3.2762689276e+00	
          24000	          36000	            100	         100000	 1	   8.4430430653e+00	   2.3914262555e+00	   1.0238229061e+00	   3.2256062218e+02	   1.1014180179e+02	   5.7624839290e+02	   2.2759930252e+01	   4.8664240942e+01	
          30000	          36000	            100	         100000	 1	   8.3917511867e+00	   2.7668101235e+00	   1.1947928178e+00	   2.0036748145e+02	   9.4876321285e+00	   5.0198069701e+02	   2.2575652055e+01	   3.7669609904e+01	
          36000	          36000	            100	         100000	 1	   8.4147806238e+00	   2.6379700887e+00	   1.1373217171e+00	   1.9669546661e+02	   5.7706998308e+00	   4.9997526449e+02	   2.2568848624e+01	   4.1417834701e+01	
          42000	          36000	            100	         100000	 1	   8.4301961185e+00	   2.5544163559e+00	   1.0999921256e+00	   1.9603521576e+02	   4.8531362591e+00	   4.9966989732e+02	   2.2567169690e+01	   4.4174768070e+01	
          48000	          36000	            100	         100000	 1	   8.3946991885e+00	   2.7541977848e+00	   1.1893421368e+00	   1.9474644759e+02	   4.7454288482e+00	   4.9858194932e+02	   2.2566970355e+01	   3.7957536467e+01	
          54000	          36000	            100	         100000	 1	   8.3425538314e+00	   3.0795693280e+00	   1.3348546653e+00	   1.9305406568e+02	   4.7411813248e+00	   4.9720162841e+02	   2.2566959126e+01	   3.0379295371e+01	
          60000	          36000	            100	         100000	 1	   8.3351130747e+00	   3.1293734653e+00	   1.3571282420e+00	   1.9280832431e+02	   4.7405820020e+00	   4.9700795032e+02	   2.2566957506e+01	   2.9425205724e+01	
          66000	          36000	            100	         100000	 1	   8.3297205811e+00	   3.1660264441e+00	   1.3735203662e+00	   1.9262894655e+02	   4.7402997612e+00	   4.9686723193e+02	   2.2566956604e+01	   2.8751421447e+01	
          72000	          36000	            100	         100000	 1	   8.3265141715e+00	   3.1880484778e+00	   1.3833692089e+00	   1.9252131241e+02	   4.7401889906e+00	   4.9678282056e+02	   2.2566956171e+01	   2.8357025843e+01	
          78000	          36000	            100	         100000	 1	   8.3263714475e+00	   3.1890385128e+00	   1.3838120287e+00	   1.9251537905e+02	   4.7401558603e+00	   4.9677759867e+02	   2.2566956100e+01	   2.8336102135e+01	
          84000	          36000	            100	         100000	 1	   8.3235006932e+00	   3.2088984577e+00	   1.3926938769e+00	   1.9242016303e+02	   4.7401523626e+00	   4.9670384576e+02	   2.2566955886e+01	   2.7990335599e+01	
          90000	          36000	            100	         100000	 1	   8.3218824485e+00	   3.2201529774e+00	   1.3977271695e+00	   1.9236650244e+02	   4.7401517817e+00	   4.9666244405e+02	   2.2566955767e+01	   2.7797323453e+01	
              0	          42000	            100	         100000	 1	   5.7014168652e+00	   3.5730674155e+03	   1.2284747029e+03	   3.4764494132e+04	   6.1201366163e+04	   2.0985168364e+03	   1.3459813829e+02	   8.0515807064e-01	
           6000	          42000	            100	         100000	 1	   6.1239669997e+00	   8.4331568666e+02	   3.3373775696e+02	   1.2297495617e+04	   1.9188339492e+04	   2.1239257967e+03	   5.7681919644e+01	   2.1000840684e-01	
          12000	          42000	            100	         100000	 1	   6.7353832776e+00	   1.2192031666e+02	   5.1887791520e+01	   3.6166587571e+03	   4.4703457580e+03	   1.4952311460e+03	   3.0740415939e+01	   1.9264297528e-01	
          18000	          42000	            100	         100000	 1	   7.5144796284e+00	   1.6802001567e+01	   7.3302956686e+00	   1.1558494994e+03	   9.9732880606e+02	   9.5419856796e+02	   2.4383887752e+01	   1.4200027010e+00	
          24000	          42000	            100	         100000	 1	   8.3277710549e+00	   2.9023445575e+00	   1.2487054668e+00	   4.1716621075e+02	   1.7776231711e+02	   6.4475185566e+02	   2.2883718364e+01	   3.0784703999e+01	
          30000	          42000	            100	         100000	 1	   8.4281096539e+00	   2.5603720520e+00	   1.1025237152e+00	   2.0020860400e+02	   7.8514075891e+00	   5.0263487247e+02	   2.2572658696e+01	   4.3946635625e+01	
          36000	          42000	            100	         100000	 1	   8.4241907900e+00	   2.5856441439e+00	   1.1139245417e+00	   1.9688917714e+02	   5.5818635573e+00	   5.0025659142e+02	   2.2568503464e+01	   4.3113160716e+01	
          42000	          42000	            100	         100000	 1	   8.4314580812e+00	   2.5475992213e+00	   1.0969435741e+00	   1.9606950965e+02	   4.8407235053e+00	   4.9970805108e+02	   2.2567147039e+01	   4.4418173875e+01	
          48000	          42000	            100	         100000	 1	   8.3897497438e+00	   2.7833769905e+00	   1.2023914706e+00	   1.9459029355e+02	   4.7470446268e+00	   4.9845063018e+02	   2.2566973001e+01	   3.7169609345e+01	
          54000	          42000	            100	         100000	 1	   8.3366618018e+00	   3.1189342559e+00	   1.3524595538e+00	   1.9286024930e+02	   4.7413663295e+00	   4.9704852977e+02	   2.2566959051e+01	   2.9628384679e+01	
          60000	          42000	            100	         100000	 1	   8.3296283634e+00	   3.1666572063e+00	   1.3738024484e+00	   1.9262614536e+02	   4.7405406323e+00	   4.9686497727e+02	   2.2566957039e+01	   2.8747055086e+01	
          66000	          42000	            100	         100000	 1	   8.3242531658e+00	   3.2036725136e+00	   1.3903566435e+00	   1.9244661269e+02	   4.7402763908e+00	   4.9672499608e+02	   2.2566956167e+01	   2.8091364572e+01	
          72000	          42000	            100	         100000	 1	   8.3200041268e+00	   3.2332708342e+00	   1.4035937929e+00	   1.9230416530e+02	   4.7401848009e+00	   4.9661443417e+02	   2.2566955690e+01	   2.7583638336e+01	
          78000	          42000	            100	         100000	 1	   8.3164773477e+00	   3.2580656378e+00	   1.4146826858e+00	   1.9218581854e+02	   4.7401568978e+00	   4.9652307655e+02	   2.2566955380e+01	   2.7169138570e+01	
          84000	          42000	            100	         100000	 1	   8.3135292249e+00	   3.2789487837e+00	   1.4240221572e+00	   1.9208739580e+02	   4.7401523446e+00	   4.9644777749e+02	   2.2566955154e+01	   2.6828407959e+01	
